,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,IsArrDelayed,IsDepDelayed
23014,1998,1,14,3,1248.0,1250,1445.0,1453,DL,159,N913DE,237.0,243.0,219.0,-8.0,-2.0,CVG,PHX,1569.0,4.0,14.0,0,,0,,,,,,NO,NO
11883,1992,1,26,7,1342.0,1340,1607.0,1621,US,91,,145.0,161.0,,-14.0,2.0,PHL,PBI,951.0,,,0,,0,,,,,,NO,YES
26596,2000,1,31,1,1801.0,1805,2025.0,2026,HP,2210,N306AW,84.0,81.0,66.0,-1.0,-4.0,BUR,PHX,369.0,5.0,13.0,0,,0,,,,,,NO,NO
34191,2004,1,27,2,2008.0,2010,2111.0,2114,UA,467,N539UA,63.0,64.0,44.0,-3.0,-2.0,LAS,LAX,236.0,8.0,11.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
29402,2001,1,6,6,1049.0,1055,1105.0,1120,US,429,N405äâ,76.0,85.0,58.0,-15.0,-6.0,CLT,BNA,329.0,3.0,15.0,0,,0,,,,,,NO,NO
23333,1998,1,3,6,647.0,620,845.0,810,UA,2751,N937UA,118.0,110.0,101.0,35.0,27.0,DEN,PHX,602.0,2.0,15.0,0,,0,,,,,,YES,YES
30132,2002,1,20,7,737.0,745,952.0,1006,US,731,N123äæ,135.0,141.0,109.0,-14.0,-8.0,MHT,CLT,737.0,14.0,12.0,0,,0,,,,,,NO,NO
4872,1989,1,16,1,1238.0,1240,1801.0,1810,UA,206,,203.0,210.0,,-9.0,-2.0,SFO,IAH,1635.0,,,0,,0,,,,,,NO,NO
22873,1998,1,23,5,1913.0,1900,2103.0,2109,HP,2864,N620AW,230.0,249.0,210.0,-6.0,13.0,CMH,PHX,1671.0,4.0,16.0,0,,0,,,,,,NO,YES
7614,1990,1,1,1,1012.0,945,1153.0,1149,US,55,,221.0,244.0,,4.0,27.0,PIT,ABQ,1486.0,,,0,,0,,,,,,YES,YES
43962,2008,1,3,4,805.0,755,952.0,1005,WN,152,N379SW,107.0,130.0,95.0,-13.0,10.0,SJC,SEA,697.0,4.0,8.0,0,,0,,,,,,NO,YES
31842,2002,1,13,7,1241.0,1245,1511.0,1508,US,802,N819äâ,150.0,143.0,121.0,3.0,-4.0,TPA,PIT,873.0,21.0,8.0,0,,0,,,,,,YES,NO
37164,2005,1,11,2,,1115,,1340,UA,582,000000,,85.0,,,,ORD,PIT,412.0,0.0,0.0,1,C,0,0.0,0.0,0.0,0.0,0.0,YES,YES
31329,2002,1,6,7,1705.0,1600,1840.0,1741,US,780,N852äâ,95.0,101.0,77.0,59.0,65.0,CLT,CLE,430.0,6.0,12.0,0,,0,,,,,,YES,YES
28781,2001,1,6,6,,1215,,1325,US,408,äNKNOæ,,70.0,,,,PHL,PIT,267.0,0.0,0.0,1,,0,,,,,,YES,YES
33559,2003,1,4,6,756.0,800,914.0,917,UA,1078,N385UA,78.0,77.0,55.0,-3.0,-4.0,SLC,DEN,391.0,9.0,14.0,0,,0,,,,,,NO,NO
18943,1996,1,1,1,1230.0,848,1434.0,1055,HP,860,N632AW,244.0,247.0,228.0,219.0,222.0,CMH,PHX,1671.0,4.0,12.0,0,,0,,,,,,YES,YES
12484,1993,1,4,1,728.0,720,917.0,921,US,78,,109.0,121.0,,-4.0,8.0,JAX,PHL,742.0,,,0,,0,,,,,,NO,YES
8973,1991,1,10,4,1243.0,1235,1349.0,1339,US,131,,66.0,64.0,,10.0,8.0,AVP,PIT,243.0,,,0,,0,,,,,,YES,YES
28433,2001,1,13,6,1424.0,1430,1608.0,1611,US,395,N726äæ,104.0,101.0,72.0,-3.0,-6.0,MHT,PIT,485.0,15.0,17.0,0,,0,,,,,,NO,NO
20767,1997,1,9,4,707.0,710,939.0,929,HP,2202,N173AW,92.0,79.0,68.0,10.0,-3.0,BUR,PHX,369.0,5.0,19.0,0,,0,,,,,,YES,NO
28360,2001,1,26,5,2003.0,2005,2124.0,2138,US,391,N809äâ,81.0,93.0,57.0,-14.0,-2.0,BOS,ROC,343.0,4.0,20.0,0,,0,,,,,,NO,NO
42393,2008,1,3,4,1925.0,1825,2024.0,1930,WN,2359,N385SW,59.0,65.0,49.0,54.0,60.0,LAX,SJC,308.0,3.0,7.0,0,,0,0.0,0.0,6.0,0.0,48.0,YES,YES
19745,1996,1,29,1,2156.0,0,2316.0,0,AA,503,N474AA,140.0,147.0,121.0,-7.0,0.0,DFW,PHX,868.0,4.0,15.0,0,,0,,,,,,NO,NO
24071,1999,1,18,1,905.0,810,1011.0,920,US,1268,N448US,66.0,70.0,52.0,51.0,55.0,ROC,PHL,257.0,8.0,6.0,0,,0,,,,,,YES,YES
33162,2003,1,22,3,1951.0,1935,2240.0,2212,UA,1069,N457UA,229.0,217.0,215.0,28.0,16.0,ORD,BOI,1437.0,3.0,11.0,0,,0,,,,,,YES,YES
3910,1988,1,22,5,955.0,955,1100.0,1050,PS,1477,,65.0,55.0,,10.0,0.0,LAS,SAN,258.0,,,0,,0,,,,,,YES,NO
41475,2007,1,2,2,1833.0,1830,1950.0,1945,WN,1999,N333,77.0,75.0,60.0,5.0,3.0,LAS,RNO,345.0,4.0,13.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,YES
8805,1991,1,30,3,2143.0,2145,2313.0,2307,US,127,,90.0,82.0,,6.0,-2.0,PIT,PVD,467.0,,,0,,0,,,,,,YES,NO
7734,1990,1,1,1,1440.0,935,1536.0,1036,US,57,,236.0,241.0,,300.0,305.0,IND,LAS,1591.0,,,0,,0,,,,,,YES,YES
31796,2002,1,29,2,1854.0,1855,2059.0,2003,US,799,N577äâ,185.0,128.0,104.0,56.0,-1.0,CLT,STL,575.0,2.0,79.0,0,,0,,,,,,YES,NO
3211,1988,1,15,5,836.0,830,938.0,935,PS,1435,,62.0,65.0,,3.0,6.0,LAX,SJC,308.0,,,0,,0,,,,,,YES,YES
19766,1996,1,19,5,933.0,0,1114.0,0,AA,563,N480AA,161.0,152.0,136.0,19.0,10.0,DFW,PHX,868.0,4.0,21.0,0,,0,,,,,,YES,YES
27968,2000,1,24,1,1808.0,1806,1948.0,1954,UA,2769,N358UA,100.0,108.0,87.0,-6.0,2.0,DEN,PHX,602.0,3.0,10.0,0,,0,,,,,,NO,YES
5467,1989,1,27,5,1349.0,1350,1626.0,1627,UA,224,,97.0,97.0,,-1.0,-1.0,ORD,ABE,654.0,,,0,,0,,,,,,NO,NO
13068,1993,1,8,5,942.0,940,1124.0,1128,US,93,,222.0,228.0,,-4.0,2.0,IND,PHX,1489.0,,,0,,0,,,,,,NO,YES
30082,2002,1,22,2,934.0,935,1121.0,1118,US,728,N781Aä,107.0,103.0,74.0,3.0,-1.0,CLT,BUF,546.0,3.0,30.0,0,,0,,,,,,YES,NO
1238,1987,10,31,6,1225.0,1224,1322.0,1315,PS,1516,,57.0,51.0,,7.0,1.0,BUR,LAS,223.0,,,0,,0,,,,,,YES,YES
8010,1991,1,15,2,1701.0,1705,1932.0,1944,US,112,,151.0,159.0,,-12.0,-4.0,TPA,SYR,1104.0,,,0,,0,,,,,,NO,NO
28823,2001,1,21,7,1418.0,1420,1555.0,1601,US,408,N350äâ,157.0,161.0,140.0,-6.0,-2.0,PIT,MSY,918.0,5.0,12.0,0,,0,,,,,,NO,NO
37266,2005,1,27,4,1404.0,1400,2019.0,1954,UA,586,N586UA,255.0,234.0,195.0,25.0,4.0,SNA,ORD,1726.0,49.0,11.0,0,,0,0.0,0.0,25.0,0.0,0.0,YES,YES
13059,1993,1,30,6,708.0,710,847.0,854,US,93,,99.0,104.0,,-7.0,-2.0,BWI,IND,515.0,,,0,,0,,,,,,NO,NO
26301,2000,1,9,7,1420.0,1420,1545.0,1540,WN,1135,N318,145.0,140.0,132.0,5.0,0.0,AUS,PHX,872.0,5.0,8.0,0,,0,,,,,,YES,NO
42790,2008,1,3,4,2239.0,2115,2358.0,2240,WN,3491,N523SW,79.0,85.0,67.0,78.0,84.0,MDW,OMA,423.0,2.0,10.0,0,,0,7.0,0.0,0.0,0.0,71.0,YES,YES
11166,1992,1,22,3,1453.0,1445,1706.0,1657,US,78,,133.0,132.0,,9.0,8.0,MCO,PIT,834.0,,,0,,0,,,,,,YES,YES
33709,2003,1,4,6,1830.0,1830,2107.0,2123,UA,1082,N812UA,97.0,113.0,82.0,-16.0,0.0,DEN,DFW,641.0,3.0,12.0,0,,0,,,,,,NO,NO
33650,2003,1,27,1,720.0,725,910.0,912,UA,1080,N474UA,110.0,107.0,95.0,-2.0,-5.0,TUS,DEN,639.0,6.0,9.0,0,,0,,,,,,NO,NO
37007,2005,1,14,5,924.0,925,1018.0,1011,UA,577,N521UA,114.0,106.0,89.0,7.0,-1.0,MCI,DEN,533.0,13.0,12.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,NO
11501,1992,1,23,4,1013.0,955,1144.0,1111,US,83,,91.0,76.0,,33.0,18.0,PIT,IND,325.0,,,0,,0,,,,,,YES,YES
21019,1997,1,16,4,2152.0,2135,3.0,2340,WN,1389,N674,71.0,65.0,60.0,23.0,17.0,BUR,PHX,369.0,3.0,8.0,0,,0,,,,,,YES,YES
32146,2003,1,30,4,1301.0,1310,1347.0,1357,UA,1027,N313UA,106.0,107.0,81.0,-10.0,-9.0,BUF,ORD,473.0,4.0,21.0,0,,0,,,,,,NO,NO
21399,1997,1,3,5,1718.0,1718,1915.0,1859,HP,2835,N169AW,117.0,101.0,98.0,16.0,0.0,COS,PHX,551.0,6.0,13.0,0,,0,,,,,,YES,NO
23382,1998,1,22,4,811.0,815,953.0,1005,UA,2753,N953UA,102.0,110.0,90.0,-12.0,-4.0,DEN,PHX,602.0,3.0,9.0,0,,0,,,,,,NO,NO
9279,1991,1,25,5,1809.0,1800,1901.0,1859,US,136,,52.0,59.0,,2.0,9.0,PIT,BWI,210.0,,,0,,0,,,,,,YES,YES
23411,1998,1,20,2,950.0,950,1131.0,1140,UA,2755,N378UA,101.0,110.0,87.0,-9.0,0.0,DEN,PHX,602.0,2.0,12.0,0,,0,,,,,,NO,NO
17632,1995,1,31,2,2310.0,2310,711.0,720,US,607,N397US,301.0,310.0,287.0,-9.0,0.0,SFO,PHL,2521.0,3.0,11.0,0,,0,,,,,,NO,NO
13341,1993,1,18,1,1540.0,1455,2115.0,2010,US,98,,215.0,195.0,,65.0,45.0,PHX,IND,1489.0,,,0,,0,,,,,,YES,YES
29180,2001,1,20,6,536.0,545,728.0,719,US,423,N740äæ,112.0,94.0,90.0,9.0,-9.0,PHL,CLT,448.0,6.0,16.0,0,,0,,,,,,YES,NO
7324,1990,1,28,7,1316.0,1320,1418.0,1423,US,49,,62.0,63.0,,-5.0,-4.0,CLE,IND,261.0,,,0,,0,,,,,,NO,NO
7358,1990,1,3,3,1333.0,1335,1508.0,1453,US,50,,95.0,78.0,,15.0,-2.0,CLE,LGA,418.0,,,0,,0,,,,,,YES,NO
1518,1987,10,30,5,1244.0,1240,1355.0,1337,PS,1525,,71.0,57.0,,18.0,4.0,LAS,LAX,236.0,,,0,,0,,,,,,YES,YES
15789,1994,1,1,6,1659.0,1700,1803.0,1810,US,274,,64.0,70.0,,-7.0,-1.0,EWR,BOS,200.0,,,0,,0,,,,,,NO,NO
16459,1995,1,18,3,1158.0,1155,1828.0,1814,US,772,N415US,270.0,259.0,253.0,14.0,3.0,PHX,PHL,2075.0,8.0,9.0,0,,0,,,,,,YES,YES
1320,1987,10,9,5,635.0,635,723.0,722,PS,1519,,108.0,107.0,,1.0,0.0,ABQ,LAX,677.0,,,0,,0,,,,,,YES,NO
8300,1991,1,3,4,1050.0,1040,1208.0,1201,US,119,,198.0,201.0,,7.0,10.0,MCI,SAN,,,,0,,0,,,,,,YES,YES
42553,2008,1,3,4,932.0,930,1149.0,1135,WN,458,N203WN,137.0,125.0,118.0,14.0,2.0,MCO,BWI,787.0,4.0,15.0,0,,0,,,,,,YES,YES
31717,2002,1,16,3,1713.0,1715,1756.0,1754,US,797,N510Aä,103.0,99.0,75.0,2.0,-2.0,CLT,PNS,488.0,3.0,25.0,0,,0,,,,,,YES,NO
5661,1989,1,10,2,1045.0,1045,1350.0,1403,UA,228,,125.0,138.0,,-13.0,0.0,DEN,ORD,888.0,,,0,,0,,,,,,NO,NO
40414,2007,1,2,2,2008.0,1920,2307.0,2225,WN,164,N743,119.0,125.0,108.0,42.0,48.0,BNA,FLL,793.0,3.0,8.0,0,,0,34.0,0.0,0.0,0.0,8.0,YES,YES
18638,1996,1,1,1,2255.0,2135,57.0,2345,WN,1389,N671,62.0,70.0,54.0,72.0,80.0,BUR,PHX,369.0,2.0,6.0,0,,0,,,,,,YES,YES
34484,2004,1,2,5,2006.0,2000,2138.0,2111,UA,475,N362UA,152.0,131.0,137.0,27.0,6.0,DEN,ONT,819.0,3.0,12.0,0,,0,6.0,0.0,21.0,0.0,0.0,YES,YES
14463,1994,1,5,3,1418.0,1400,1537.0,1510,US,241,,79.0,70.0,,27.0,18.0,EWR,BOS,200.0,,,0,,0,,,,,,YES,YES
18807,1996,1,20,6,847.0,830,1154.0,1109,US,175,N441US,307.0,279.0,286.0,45.0,17.0,CLT,PHX,1774.0,3.0,18.0,0,,0,,,,,,YES,YES
31829,2002,1,31,4,1611.0,1610,1702.0,1712,US,802,N812äâ,51.0,62.0,38.0,-10.0,1.0,PIT,ABE,253.0,4.0,9.0,0,,0,,,,,,NO,YES
13560,1993,1,28,4,1050.0,1050,1235.0,1258,US,103,,105.0,128.0,,-23.0,0.0,LGA,GSP,610.0,,,0,,0,,,,,,NO,NO
38347,2006,1,11,3,1157.0,1145,1317.0,1305,US,348,N123UW,80.0,80.0,63.0,12.0,12.0,DCA,CLT,331.0,3.0,14.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,YES
30315,2002,1,17,4,2054.0,2055,2155.0,2158,US,743,N522Aä,61.0,63.0,40.0,-3.0,-1.0,PIT,DAY,215.0,7.0,14.0,0,,0,,,,,,NO,NO
4534,1989,1,8,7,1713.0,1715,1801.0,1810,UA,199,,48.0,55.0,,-9.0,-2.0,HNL,KOA,163.0,,,0,,0,,,,,,NO,NO
24823,1999,1,2,6,1843.0,1845,2223.0,2158,TW,108,N907TW,160.0,133.0,97.0,25.0,-2.0,STL,PHL,813.0,6.0,57.0,0,,0,,,,,,YES,NO
15484,1994,1,23,7,903.0,905,1208.0,1215,US,263,,185.0,190.0,,-7.0,-2.0,LGA,MIA,1097.0,,,0,,0,,,,,,NO,NO
27145,2000,1,2,7,1924.0,1925,2206.0,2154,CO,1907,N16713,282.0,269.0,263.0,12.0,-1.0,CLE,PHX,1737.0,7.0,12.0,0,,0,,,,,,YES,NO
3121,1988,1,1,5,1700.0,1700,1806.0,1810,PS,1431,,66.0,70.0,,-4.0,0.0,BUR,SFO,326.0,,,0,,0,,,,,,NO,NO
1686,1987,10,28,3,1827.0,1730,1933.0,1834,PS,1530,,66.0,64.0,,59.0,57.0,SCK,LAX,315.0,,,0,,0,,,,,,YES,YES
17384,1995,1,23,1,1158.0,1150,1253.0,1256,US,1093,N253AU,55.0,66.0,50.0,-3.0,8.0,ROC,PHL,257.0,2.0,3.0,0,,0,,,,,,NO,YES
29099,2001,1,31,3,1449.0,1455,1658.0,1706,US,421,N866äâ,69.0,71.0,52.0,-8.0,-6.0,BHM,CLT,351.0,12.0,5.0,0,,0,,,,,,NO,NO
21442,1997,1,16,4,1306.0,1300,1518.0,1505,DL,159,N913DL,252.0,245.0,235.0,13.0,6.0,CVG,PHX,1569.0,3.0,14.0,0,,0,,,,,,YES,YES
17112,1995,1,17,2,801.0,800,917.0,913,US,1058,N407US,76.0,73.0,61.0,4.0,1.0,RDU,PHL,336.0,3.0,12.0,0,,0,,,,,,YES,YES
992,1987,10,13,2,630.0,630,734.0,727,PS,1503,,64.0,57.0,,7.0,0.0,LAX,SJC,308.0,,,0,,0,,,,,,YES,NO
7026,1990,1,24,3,649.0,650,754.0,758,US,43,,65.0,68.0,,-4.0,-1.0,CLE,PHL,363.0,,,0,,0,,,,,,NO,NO
8518,1991,1,18,5,850.0,850,1012.0,951,US,123,,82.0,61.0,,21.0,0.0,PIT,BGM,251.0,,,0,,0,,,,,,YES,NO
37400,2005,1,5,3,1726.0,1720,2042.0,2042,UA,590,N824UA,136.0,142.0,124.0,0.0,6.0,MSY,IAD,954.0,3.0,9.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,YES
43060,2008,1,3,4,1044.0,1040,1209.0,1205,WN,3590,N633SW,85.0,85.0,66.0,4.0,4.0,OAK,SAN,446.0,3.0,16.0,0,,0,,,,,,YES,YES
35263,2004,1,13,2,1342.0,1344,1428.0,1409,UA,493,N394UA,106.0,85.0,59.0,19.0,-2.0,CMH,ORD,296.0,10.0,37.0,0,,0,0.0,0.0,19.0,0.0,0.0,YES,NO
13090,1993,1,31,7,938.0,940,1116.0,1128,US,93,,218.0,228.0,,-12.0,-2.0,IND,PHX,1489.0,,,0,,0,,,,,,NO,NO
7107,1990,1,14,7,1927.0,1910,2033.0,2023,US,45,,66.0,73.0,,10.0,17.0,BUR,SFO,326.0,,,0,,0,,,,,,YES,YES
9873,1991,1,12,6,1008.0,1005,1135.0,1128,US,148,,87.0,83.0,,7.0,3.0,DTW,BWI,408.0,,,0,,0,,,,,,YES,YES
21813,1997,1,23,4,1128.0,1125,1325.0,1313,UA,419,N576UA,117.0,108.0,88.0,12.0,3.0,DEN,PHX,602.0,3.0,26.0,0,,0,,,,,,YES,YES
31333,2002,1,10,4,1600.0,1600,1724.0,1741,US,780,N854äâ,84.0,101.0,69.0,-17.0,0.0,CLT,CLE,430.0,5.0,10.0,0,,0,,,,,,NO,NO
41610,2007,1,2,2,1004.0,945,1216.0,1200,WN,1759,N487,72.0,75.0,59.0,16.0,19.0,LAX,PHX,370.0,4.0,9.0,0,,0,3.0,0.0,0.0,0.0,13.0,YES,YES
24152,1999,1,8,5,629.0,635,851.0,911,US,1028,N417US,142.0,156.0,125.0,-20.0,-6.0,RSW,PHL,992.0,6.0,11.0,0,,0,,,,,,NO,NO
28739,2001,1,22,1,833.0,834,1015.0,1010,US,403,N526Aä,102.0,96.0,87.0,5.0,-1.0,DTW,CLT,500.0,4.0,11.0,0,,0,,,,,,YES,NO
16283,1995,1,27,5,1123.0,1125,1217.0,1220,US,360,N927VJ,54.0,55.0,43.0,-3.0,-2.0,ORF,PHL,211.0,3.0,8.0,0,,0,,,,,,NO,NO
4848,1989,1,22,7,1844.0,1845,1938.0,1945,UA,206,,54.0,60.0,,-7.0,-1.0,IAH,MSY,305.0,,,0,,0,,,,,,NO,NO
22495,1998,1,8,4,2055.0,2055,2250.0,2300,WN,1389,N338,55.0,65.0,50.0,-10.0,0.0,BUR,PHX,369.0,2.0,3.0,0,,0,,,,,,NO,NO
19484,1996,1,26,5,1714.0,1712,1905.0,1857,UA,439,N7280U,111.0,105.0,93.0,8.0,2.0,DEN,PHX,602.0,8.0,10.0,0,,0,,,,,,YES,YES
37951,2005,1,6,4,844.0,800,1205.0,1047,UA,604,N917UA,141.0,107.0,83.0,78.0,44.0,ORD,DCA,612.0,2.0,56.0,0,,0,44.0,0.0,34.0,0.0,0.0,YES,YES
40592,2007,1,2,2,1952.0,1945,2046.0,2045,WN,805,N731,114.0,120.0,93.0,1.0,7.0,BWI,BNA,588.0,5.0,16.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,YES
35697,2004,1,19,1,1952.0,1955,2119.0,2131,UA,505,N459UA,147.0,156.0,132.0,-12.0,-3.0,DEN,OAK,957.0,5.0,10.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
14576,1994,1,9,7,639.0,630,744.0,758,US,243,,65.0,88.0,,-14.0,9.0,MHT,PHL,290.0,,,0,,0,,,,,,NO,YES
25714,1999,1,18,1,1843.0,1830,1954.0,1940,WN,837,N326,71.0,70.0,61.0,14.0,13.0,ABQ,PHX,328.0,3.0,7.0,0,,0,,,,,,YES,YES
33304,2003,1,16,4,1527.0,1522,1750.0,1752,UA,1072,N356UA,83.0,90.0,68.0,-2.0,5.0,DEN,TUL,541.0,4.0,11.0,0,,0,,,,,,NO,YES
2439,1988,1,26,2,1713.0,1710,1832.0,1825,PI,953,,79.0,75.0,,7.0,3.0,JFK,BUF,301.0,,,0,,0,,,,,,YES,YES
20431,1997,1,10,5,1723.0,1720,1845.0,1843,HP,2808,N305AW,142.0,143.0,128.0,2.0,3.0,AUS,PHX,872.0,7.0,7.0,0,,0,,,,,,YES,YES
38212,2006,1,11,3,1954.0,1935,2111.0,2107,US,1007,N765UW,137.0,152.0,114.0,4.0,19.0,CLT,MCI,809.0,4.0,19.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,YES
38592,2006,1,11,3,2245.0,2245,548.0,602,US,564,N903AW,243.0,257.0,229.0,-14.0,0.0,LAS,MCO,2039.0,5.0,9.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
1989,1987,10,17,6,1020.0,1020,1129.0,1116,PS,1550,,69.0,56.0,,13.0,0.0,SJC,BUR,296.0,,,0,,0,,,,,,YES,NO
20948,1997,1,6,1,1531.0,1510,1746.0,1725,WN,506,N520,75.0,75.0,59.0,21.0,21.0,BUR,PHX,369.0,4.0,12.0,0,,0,,,,,,YES,YES
15643,1994,1,3,1,1223.0,1220,1321.0,1313,US,271,,58.0,53.0,,8.0,3.0,PIT,TOL,201.0,,,0,,0,,,,,,YES,YES
19536,1996,1,18,4,2150.0,2125,2331.0,2310,UA,797,N573UA,101.0,105.0,87.0,21.0,25.0,DEN,PHX,602.0,4.0,10.0,0,,0,,,,,,YES,YES
22379,1998,1,18,7,1346.0,1330,1550.0,1545,WN,441,N339,64.0,75.0,54.0,5.0,16.0,BUR,PHX,369.0,3.0,7.0,0,,0,,,,,,YES,YES
6975,1990,1,30,2,1640.0,1640,1808.0,1806,US,42,,88.0,86.0,,2.0,0.0,DAY,EWR,533.0,,,0,,0,,,,,,YES,NO
35707,2004,1,29,4,2027.0,1955,2156.0,2131,UA,505,N467UA,149.0,156.0,131.0,25.0,32.0,DEN,OAK,957.0,4.0,14.0,0,,0,0.0,0.0,0.0,0.0,25.0,YES,YES
42725,2008,1,3,4,1724.0,1655,1913.0,1850,WN,378,N726SW,49.0,55.0,31.0,23.0,29.0,MDW,IND,162.0,7.0,11.0,0,,0,23.0,0.0,0.0,0.0,0.0,YES,YES
28486,2001,1,3,3,2044.0,2045,2156.0,2200,US,397,-N927å,72.0,75.0,53.0,-4.0,-1.0,PIT,SBN,328.0,5.0,14.0,0,,0,,,,,,NO,NO
36056,2005,1,23,7,2104.0,1950,2347.0,2250,UA,543,N315UA,163.0,180.0,137.0,57.0,74.0,ORD,SAT,1041.0,4.0,22.0,0,,0,57.0,0.0,0.0,0.0,0.0,YES,YES
17221,1995,1,10,2,1712.0,1710,1809.0,1807,US,758,N245US,57.0,57.0,40.0,2.0,2.0,RIC,PHL,198.0,11.0,6.0,0,,0,,,,,,YES,YES
5927,1989,1,6,5,1629.0,1430,1743.0,1545,UA,237,,134.0,135.0,,118.0,119.0,EWR,ORD,719.0,,,0,,0,,,,,,YES,YES
15627,1994,1,21,5,1013.0,1015,1143.0,1151,US,269,,90.0,96.0,,-8.0,-2.0,DCA,CHS,444.0,,,0,,0,,,,,,NO,NO
1342,1987,10,4,7,803.0,800,919.0,907,PS,1519,,76.0,67.0,,12.0,3.0,LAX,SFO,337.0,,,0,,0,,,,,,YES,YES
6140,1990,1,26,5,2146.0,2130,2313.0,2257,US,30,,87.0,87.0,,16.0,16.0,PIT,BOS,496.0,,,0,,0,,,,,,YES,YES
2569,1988,1,18,1,1618.0,1615,1747.0,1750,PI,959,,89.0,95.0,,-3.0,3.0,LGA,GSO,461.0,,,0,,0,,,,,,NO,YES
11834,1992,1,9,4,1621.0,1620,1852.0,1900,US,90,,151.0,160.0,,-8.0,1.0,FLL,PHL,992.0,,,0,,0,,,,,,NO,YES
2964,1988,1,3,7,1057.0,1046,1155.0,1147,PS,1417,,58.0,61.0,,8.0,11.0,LAX,SJC,308.0,,,0,,0,,,,,,YES,YES
10620,1992,1,8,3,1040.0,1040,1137.0,1136,US,65,,57.0,56.0,,1.0,0.0,BGM,PIT,251.0,,,0,,0,,,,,,YES,NO
37523,2005,1,9,7,553.0,600,859.0,928,UA,592,N372UA,126.0,148.0,113.0,-29.0,-7.0,PDX,DEN,992.0,5.0,8.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
26229,2000,1,29,6,700.0,700,848.0,830,WN,76,N693,168.0,150.0,155.0,18.0,0.0,AUS,PHX,872.0,3.0,10.0,0,,0,,,,,,YES,NO
38094,2006,1,11,3,1026.0,1030,1227.0,1153,US,201,N335US,121.0,83.0,88.0,34.0,-4.0,BWI,CLT,361.0,7.0,26.0,0,,0,0.0,0.0,34.0,0.0,0.0,YES,NO
41061,2007,1,2,2,1211.0,1145,1323.0,1245,WN,274,N327,72.0,60.0,59.0,38.0,26.0,GEG,SEA,224.0,6.0,7.0,0,,0,0.0,26.0,12.0,0.0,0.0,YES,YES
128,1987,10,21,3,650.0,650,815.0,800,PS,1457,,85.0,70.0,,15.0,0.0,PHX,LAX,370.0,,,0,,0,,,,,,YES,NO
12538,1993,1,1,5,1200.0,1200,1315.0,1331,US,80,,75.0,91.0,,-16.0,0.0,DCA,BOS,399.0,,,0,,0,,,,,,NO,NO
36805,2005,1,3,1,1622.0,1420,1839.0,1644,UA,570,N930UA,77.0,84.0,62.0,115.0,122.0,ORD,CLE,316.0,4.0,11.0,0,,0,8.0,0.0,0.0,0.0,107.0,YES,YES
12040,1993,1,20,3,2051.0,2050,2200.0,2207,US,68,,69.0,77.0,,-7.0,1.0,PIT,GRR,319.0,,,0,,0,,,,,,NO,YES
38930,2006,1,11,3,1104.0,1115,1310.0,1333,US,783,N730UW,126.0,138.0,115.0,-23.0,-11.0,PHL,JAX,742.0,2.0,9.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
26994,2000,1,25,2,,755,,1100,WN,113,UNKNOW,,305.0,,,,BWI,PHX,1999.0,0.0,0.0,1,,0,,,,,,YES,YES
43170,2008,1,3,4,1203.0,1155,1314.0,1310,WN,876,N212WN,71.0,75.0,57.0,4.0,8.0,ONT,SMF,389.0,5.0,9.0,0,,0,,,,,,YES,YES
30258,2002,1,25,5,726.0,730,1446.0,1508,US,740,N631Aä,260.0,278.0,243.0,-22.0,-4.0,SFO,PIT,2254.0,7.0,10.0,0,,0,,,,,,NO,NO
35587,2004,1,15,4,1622.0,1620,1727.0,1725,UA,501,N323UA,125.0,125.0,96.0,2.0,2.0,ATL,ORD,606.0,13.0,16.0,0,,0,0.0,0.0,0.0,0.0,0.0,YES,YES
22508,1998,1,23,5,2055.0,2055,2300.0,2300,WN,1389,N635,65.0,65.0,50.0,0.0,0.0,BUR,PHX,369.0,2.0,13.0,0,,0,,,,,,NO,NO
7378,1990,1,23,2,1335.0,1335,1456.0,1453,US,50,,81.0,78.0,,3.0,0.0,CLE,LGA,418.0,,,0,,0,,,,,,YES,NO
31835,2002,1,6,7,1403.0,1245,1621.0,1508,US,802,N816äâ,138.0,143.0,112.0,73.0,78.0,TPA,PIT,873.0,12.0,14.0,0,,0,,,,,,YES,YES
34406,2004,1,29,4,1109.0,1115,1322.0,1327,UA,473,N827UA,253.0,252.0,233.0,-5.0,-6.0,EWR,DEN,1605.0,4.0,16.0,0,,0,0.0,0.0,0.0,0.0,0.0,NO,NO
